data/namaPerusahaan,data/alamatPerusahaan
PT Shaantech Mitra Globalindo,"Jl. KH. Wahid Hasyim Windusara, Karangklesem, Purwokerto Selatan, Kabupaten Banyumas, Jawa Tengah"
PR Shabina,"Dusun II, Perkebunan Tanjung Kasau, Laut Tador, Kabupaten Batu Bara, Sumatera Utara"
PR Shabri,"Dusun Mesjid, Meunasah Krueng, Peudawa, Kabupaten Aceh Timur, Nangroe Aceh Darussalam"
PR Shabrina Mufatikhah,"JL.GANGGENG VII NO.21, Sungai Bambu, Tanjung Priok, Kota Jakarta Utara, DKI Jakarta"
PR Shabrina Nuha,
CV Shaf Kontraktor,
PR Shafa Apriella Pn,"Jalan Tuanku Imam Bonjol Simpang 4 Tangah Nagari Lubuk Basung, Lubuk Basung, Lubuk Basung, Kabupaten Agam, Sumatera Barat"
PR Shafa Crispy,"Kampung Bukit RT 003 RW 003, Meral Kota, Meral, Kabupaten Karimun, Kepulauan Riau"
CV Shafa Mulia Garmindo,"Desa Paweden No. 256 Rt 020 / Rw 006, Paweden, Buaran, Kabupaten Pekalongan, Jawa Tengah"
PR Shafa Nurillah,"Dusun Kerma, Kp. Paya Tumpi I, Paya Tumpi I, Kebayakan, Kabupaten Aceh Tengah, Nangroe Aceh Darussalam"
PT Shafco Multi Trading,"Jl. Rumah Sakit 131, Sukamulya, Cinambo, Kota Bandung, Jawa Barat"
PR Shafea Cake,"perkapuran, Sukamaju Baru, Tapos, Kota Depok, Jawa Barat"
PR Shafig Almassawa,"JalanSwadayaNO.33RT.009RW 005,Desa/KelurahanDurenTiga,Kec.Pancoran,KotaAdm.Jakarta Selatan,ProvinsiDKIJakarta KodePos:12760, Duren Tiga, Pancoran, Kota Jakarta Selatan, DKI Jakarta"
PR Shafira Sherin,
PR Shafira Zahrasani Amalia,"Sawangan, Tlahab Kidul, Karangreja, Kabupaten Purbalingga, Jawa Tengah"
CV Shaga,"Jl. Sauyunan VII No.12, Kebon Lega, Bojongloa Kidul, Kota Bandung, Jawa Barat"
PR Shah Khumainy,"JL. SUI RAYA DALAM KOMP RAFLES RESIDENCE NO. BB04, Bangka Belitung Darat, Pontianak Tenggara, Kota Pontianak, Kalimantan Barat"
PT Shahib Sejati,"Ruko Green Terrace Kalimalang, Jl. Raya Kalimalang Kav. No. 889 Blok 9C RT. 005 RW. 010, Pondok Kelapa, Duren Sawit, Kota Jakarta Timur, DKI Jakarta"
PT Shahila Jaya Food,"JL. Ampera Dusun 1 RT. 004 RW. 001, Cisaat, Dukupuntang, Kabupaten Cirebon, Jawa Barat"
PT Shahjidan Putra Senjaya,"Kp. Kumpay Blok Pasir malang, CIBOGO, CIBOGO, Kabupaten Subang, Jawa Barat"
PR Shahnaz Ristika Adam,
PT SHAILENDRA TSHAI INDONESIA,"KOMPLEK 3 MULTI KAVLING A 03/03, KADU, CURUG, Kabupaten Tangerang, Banten"
PR Shakila Kitchen,"JL. WR.MONGINSIDI NO.28, Maddukelleng, Tempe, Kabupaten Wajo, Sulawesi Selatan"
PR Shakinah,
CV Shakira,"Jalan Terusan Ibrahim Singadilaga (Jalan Baru) No. 16, Nagri Kaler, Purwakarta, Kabupaten Purwakarta, Jawa Barat"
CV Shakira,"Jalan Terusan Ibrahim Singadilaga (Babaru Nagri) No. 16 RT 31/04, Nagrikaler, Purwakarta, Kabupaten Purwakarta, Jawa Barat"
PR Shakira Creation,"Widorosari Rt 01 Rw 08 Pucangan Kartasura, Pucangan, Kartasura, Kabupaten Sukoharjo, Jawa Tengah"
PR Shaktea,"Jl. P. Batam, Moengko Lama, Poso Kota, Kabupaten Poso, Sulawesi Tengah"
PR Shalatiyah,"Dusun Patuh Karya, Suka Damai, Manggalewa, Kabupaten Dompu, Nusa Tenggara Barat"
PR Shalihin Umar,
CV Shalisa,
PT Shallom Karya Bersama,"Kp. Kadu RT. 006/01, Bunder, Cikupa, Kabupaten Tangerang, Banten"
PT Shalom Dunia,"Jl. Raya Serang KM.14,4 RT.007/002, Dukuh, Cikupa, Kabupaten Tangerang, Banten"
CV Shalom Makmur Jaya,"JL IKAN BANDENG VI NO. 01 RT.001. RW.006, Sukomulyo, Lamongan, Kabupaten Lamongan, Jawa Timur"
CV Shalom Sukses Perkasa,"Jln Kavling DPR RI No. 84, NEROKTOG, PINANG, Kota Tangerang, Banten"
PR Shalsabil Fadhila,
PR Shalva Silvala,"Jl. Cendana rt. 05 rw. 16, Tanjung Selor Hilir, Tanjung Selor, Kabupaten Bulungan, Kalimantan Utara"
PR Shaly Theedens,"PERUM DAYU PERMAI C-36/JABAN, Sinduharjo, Ngaglik, Kabupaten Sleman, DI Yogyakarta"
PT Shameer Indo Medika,"Cibubur Indah Bukit Permai, JL Lapangan Tembak Blok F, Cibubur, Ciracas, Kota Jakarta Timur, DKI Jakarta"
CV Shamiya,"Jl. Pagar Alam, gang Cinde No. 69, Segalamider, Tanjungkarang Barat, Kota Bandar Lampung, Lampung"
PT Shamrock Manufacturing Corpora,"JL. RAYA MEDAN-NAMORAMBE PS.IV, DELI TUA, DELI TUA, Kabupaten Deli Serdang, Sumatera Utara"
PT Shan Fu Metal Industry,"Jl. Raya PLP Km. 3 Rt. 013 Rw. 003, Kadu, Curug, Kabupaten Tangerang, Banten"
PR Shanaz Fadillah,"Jl. Kejayaan Timur VII Blok I No. 350, BTP, Buntusu, Tamalanrea, Kota Makassar, Sulawesi Selatan"
PT Shandi Global Tehnik,"Kawasan Taman Industri BSB Blok A No. 3A, Jatisari, Mijen, Kota Semarang, Jawa Tengah"
PT shandong runbo metal co. LTD,"boxing country economic development zone, Binzhou city, Binzhou City, , Luar Negeri"
PT Shandong Taishan Steel Group Co Ltd,"No.1 Xinfu Road, Laiwu city, , , , DKI Jakarta"
PR Shandy Audy Langi,"Makalu Selatan, Makalu Selatan, Pusomaen, Kabupaten Minahasa Tenggara, Sulawesi Utara"
PR Shandy Ishak Maita,"Jl. KH. Mas Mansyur No. 63 Rt. 16 Rw. 9, Kebon Melati, Tanah Abang, Kota Jakarta Pusat, DKI Jakarta"
PR Shandy Prayoga Sopian,"kp babakan cibatok rt 02 rw 04 desa cibatok satu, Cibatok I, Cibungbulang, Kabupaten Bogor, Jawa Barat"
"PT SHANGHAI HUAHAI STEEL CO.,LTD","JL XINGYE, DISTRICT CHENGDONG, KEC BOXING , KOTA BINZHOU, SHANDONG CHINA, , , , DKI Jakarta"
PT Shanghai Laju Jaya,"Jl Kasir 2 no 2 Desa Gembor, Pasir Jaya, Jatiuwung, Kabupaten Tangerang, Banten"
PT Shanghai Maspion Oleo Chemical Industry,"Desa Tebel, Tebel, Gedangan, Kabupaten Sidoarjo, Jawa Timur"
PT SHANGHAI THIRD HARBOR BENTENG CONSTRUCTION AND ENGINEERING,
PT Shangyang Perkasa Indonesia,"Jl. Kampung Dukuh, Dangdang, Cisauk, Kabupaten Tangerang, Banten"
PT Shangyang Pratama Indonesia,
PT Shangyang Technology Indonesia,
PR Shania Cokkies,"Jalan Satsuitubun, Donggala, Hulonthalangi, Kota Gorontalo, Gorontalo"
CV Shaniqua Marigold Bamboo,
PT Shankara Anugerah Perdana,
PT Shansure Bio Technology,
PR Shanti,"JL AGUNG RT 001/005, Nipah Panjang II, Nipah Panjang, Kabupaten Tanjung Jabung Timur, Jambi"
PR Shanti Kurnipi,"JL BUNGUR 42, Desa/Kelurahan Kebayoran Lama Utara, Kec. Kebayoran Lama, Kota Adm. Jakarta Selatan, Provinsi DKI Jakarta, Kebayoran Lama Utara, Kebayoran Lama, Kota Jakarta Selatan, DKI Jakarta"
PR Shanti Verawati,"Desa Pasar Simpang Tiga, Pasar Simpang Tiga, Bukit, Kabupaten Bener Meriah, Nangroe Aceh Darussalam"
PR Shanty Apriani,"JL.TRANS,DESA SOGUO, Soguo, Bolaang Uki, Kabupaten Bolaang Mongondow Se, Sulawesi Utara"
PR Shanty Collection,
PT Shapeshell International Indonesia,"Kawasan Industri Executive Blok A2 No1, Belian, Batam Kota, Kota Batam, Kepulauan Riau"
PT Shappire Kreasi Abadi,"Jalan Mahakam 4 No 15, Cempaka Permai, Gading Cempaka, Kota Bengkulu, Bengkulu"
PR Shareen Gozali,"Jl Pulau Matahari IV Blok B6 NO 22 RT 016 RW 09, Kembangan Utara, Kembangan, Kota Jakarta Barat, DKI Jakarta"
PR SHARFINA,"KUALA PIDIE, DESA/KELURAHAN PIDIE, Kuala Pidie, Kota Sigli, Kabupaten Pidie, Nangroe Aceh Darussalam"
PR Sharlyna Giovani,
PT Sharma Indotama Indonesia,"Ruko Harvest Kavling OE-III A No.18,, Cikarageman, Setu, Kabupaten Bekasi, Jawa Barat"
PR Sharmila Ramesh Mukhi,"JL. Agung Utara Raya RW/11, Desa/Kelurahan Sunter Agung, Kec. Tanjung Priok. Kota Adm Jakarta Utara, Provinsi DKI Jakarta. Kode Pos: 14350, Sunter Agung, Tanjung Priok, Kota Jakarta Utara, DKI Jakarta"
PR Sharnuwati,"Jln Panglima Talo-Talo No.22, Numana, Wangi Wangi Selatan, Kabupaten Wakatobi, Sulawesi Tenggara"
PT SHARP ELECTRONICS INDONESIA,"Kawasan Industri KIIC, Jl. Harapan Raya Lot LL 1 & 2, Sirnabaya, Teluk Jambe Timur, Kabupaten Karawang, Jawa Barat"
PT Sharp Semiconductor Indonesia,"Jl Tol Jakarta Cikampek Km.47 Blok F-3 KIIC Karawang , Jawa Barat 41361, WADAS, TELUKJAMBE TIMUR, Kabupaten Karawang, Jawa Barat"
PT Sharp Trading Indonesia,"Kawasan International Industrial City (KIIC), Jl. Harapan Raya Lot LL 1 & 2 Gedung Nomor 01, Sirnabaya, Telukjambe Timur, Kabupaten Karawang, Jawa Barat"
PT Sharprindo Dinamika Prima,"Jl. Industri Raya Blok A No.6 Zona Industri Keroncong Jatiuwung, Tangerang, Keroncong, Jatiuwung, Kota Tangerang, Banten"
UD Shas,
PT Shasco Gunakarya Piranti,"Jl. Raya Bogor KM 30.3 RT 002 RW 001, Tugu, Cimanggis, Kota Depok, Jawa Barat"
PT Shatara Raya Teknindo,
PR Shava Media Solusindo,
CV Shayla Beauty Care,
CV Shayza Teknik Utama,
PT Shcp Indonesia,"Jl Utama Modern Industri Blok AD No 1 Kawasan Industri Modern Cikande, Sukatani, Cikande, Kabupaten Serang, Banten"
PT Shcp Indonesia,"Jl. Raya Manyar No 151 Km.26, Manyarejo, Manyar, Kabupaten Gresik, Jawa Timur"
PR She Demen Internasional,"Jalan Gang besakih, Banjar Semseman, Desa Sangkan Gunung, Sangkan Gunung, Sidemen, Kabupaten Karang Asem, Bali"
PT She Jong Sukses Abadi,"SUKAMULYA, SUKAMULYA, CIKUPA, Kabupaten Tangerang, Banten"
PR She Obsession,"Matak, Matak, Palmatak, Kabupaten Kepulauan Anambas, Kepulauan Riau"
PR She Yuha,"Jl. Marelan Raya GG pusara lk. XI, Tanah Enam Ratus, Medan Marelan, Kota Medan, Sumatera Utara"
PT Sheba Indah,
PT SHEBA INDAH,"Jl. Raya Tumaritis, Dusun Tumaritis RT 014 RW 003, Purwadadi, Purwadadi, Kabupaten Subang, Jawa Barat"
PT Sheen Master,"Kawasan Industri Lippo Cikarang Jl.Albasiah Selatan 01 Blok K-07 No.17B Delta Silicon VIII, Cicau, Cikarang Pusat, Kabupaten Bekasi, Jawa Barat"
CV Sheeneng Makmur Sejahtera,
PT SHEI TAI INDUSTRIAL,"Kawasan Industri MM2100 Jl Selayar No C2-4, Mekar Wangi, Cikarang Barat, Kabupaten Bekasi, Jawa Barat"
PR Sheika Hatning Triesyareni,"Jl. Penerangan, Bagan Pete, Alam Barajo, Kota Jambi, Jambi"
PR Sheila Shahviri,"Resto Niswa Jalan Lingkar Randik Rt 10 Rw 4, Kayu Ara, Sekayu, Kabupaten Musi Banyuasin, Sumatera Selatan"
PR Sheilvia Majid,
PT Shela Uni Daya,
PT Shela Uni Daya,"Jl.Raya Ligung-Jatiwangi, Ligung Lor, Ligung, Kabupaten Majalengka, Jawa Barat"
PR Shelifa,"kawasan cangkring rt 3 rw 1 dukuh krajan, Sedarat, Balong, Kabupaten Ponorogo, Jawa Timur"
PT Shell Manufacturing Indonesia,"Kawasan Industri dan Pergudangan Marunda Center Blok P1, No.1, Tarumajaya, Segara Makmur, Tarumajaya, Kabupaten Bekasi, Jawa Barat"
PT Shell Manufacturing Indonesia,"Kawasan Industri dan Pergudangan Marunda Center Blok P1 No. 3, Pantai Makmur, Tarumajaya, Kabupaten Bekasi, Jawa Barat"
PT SHELL WORKS,"GG.JAMBU NO.25 RT.03/04, Kedaung, Sawangan, Kota Depok, Jawa Barat"
PR Shella Fransisca,"Gang Dago II No 14, Makasar, Makasar, Kota Jakarta Timur, DKI Jakarta"
PR Shella Novayanti Indah s,
PR Shelly,
PR Shelly Falia,"Jl. Teuku Umar, Lr. Jeumpa, Ujung Kalak, Johan Pahwalan, Kabupaten Aceh Barat, Nangroe Aceh Darussalam"
PR Shely Nurjanah,"Jalan Menteng Terusan No 10, Lagoa, Koja, Kota Jakarta Utara, DKI Jakarta"
PR Shema,"JL. Sabanar Lama RT 067 RW 025, Tanjung Selor Hilir, Tanjung Selor, Kabupaten Bulungan, Kalimantan Utara"
CV Shen Juu Sembilan Sembilan,
PR Shena Ardyanti,
PR Shena Arlene Bayoa,"jl. trans saubeba, Menawi, Angkaisera, Kabupaten Kepulauan Yapen, Papua"
PT Sheng Hai Indonesia,"Jl Raya Jepara Kudus KM 21 No 89B, Sengonbugel, Mayong, Jepara, Jawa tengah, Sengonbugel, Mayong, Kabupaten Jepara, Jawa Tengah"
PT Sheng Jeou Indonesia,"Jl. Raya Serangn Km.68 Kawasan Industri Modern Cikande 1 Kav.9-10, Ds. Nambo Ilir, Kec. Kibin, Kab. Serang, Banten - Indonesia, Nambo Ilir, Kibin, Kabupaten Serang, Banten"
PT Sheng Mao Printing,
PT Shengda Plating Indonesia,"Jl.Raya Perancis Pantai Indah Dadap Blok R 27 RT 001/005, Dadap, Kosambi, Kota Tangerang, Banten"
PT Shengli Industry Indonesia,"JL.MALOKO RT.004 RW.002 DANGDANG CISAUK KAB.TANGERANG BANTEN, Dangdang, Cisauk, Kabupaten Tangerang, Banten"
CV Shengnuo Sports Products Indonesia,"jalan Lingkar Utara no 8B, Klampok, Wanasari, Kabupaten Brebes, Jawa Tengah"
PT Shengqiang Plastik Indonesia,"Jl.Raya Pasar Kemis KM 5,5, Sukamantri, Pasar Kemis, Kabupaten Tangerang, Banten"
PT Shengshi Jinwo Home Appliances Indonesia,
PT SHENHUA GUOHUA PEMBANGKITAN JAWA BALI,"Desa Terate, , Kramatwatu, Kabupaten Serang, Banten"
PT Sherasa Integritas,
PT Sheraton Srikandi Artanata,"Ruko Boulevard Hijau Blok D10A Nomor 02, Jalan Duta Bumi Raya Kota Harapan Indah, Kel. Pejuang, Kec. Medansatria, Kota Bekasi, Prov. Jawa Barat, pejuang, medan satria, Kota Bekasi, Jawa Barat"
PT Sherish Cipta Interindo,"Jl. panyawungan No. 15 Rt 01 Rw 03 Kel Cileunyi Wetan Kec Cileunyi kab Bandung, Cileunyi Wetan, Cileunyi, Kabupaten Bandung, Jawa Barat"
PR Sherli Yudha,"KAMPUNG TENGAH, Desa/Kelurahan Kuala Raya, Kec. Singkep Barat, Kab. Lingga, Provinsi Kepulauan Riau, Kuala Raya, Singkep Barat, Kabupaten Lingga, Kepulauan Riau"
PR Sherlina Suhelmi,
PR Sherlly Novresta,
PR Sherly Afrianton,
PR Sherly Amanda Aprilia Putri,"Jalan Jaya XI, no.30/C, Tegal Alur, Kalideres, Kota Jakarta Barat, DKI Jakarta"
CV SHERLY MAKMUR GRUP,
PT Sherly Messi Adeprado,"Jalan Transad, Kampung Jawa, Tanjung Harapan, Kota Solok, Sumatera Barat"
PR Sherly Novalina Rettob,"SPN Passo, Passo, Baguala, Kota Ambon, Maluku"
PR Sherly Shafrita,"Grand Villamas Pondok Cabe Jl. Kona 2 Blok B No. 8 RT 006 RW 009, Sawangan, Sawangan, Kota Depok, Jawa Barat"
PR Sherly Tamuntuan,
PR Sherly Thungady,"Jl. Siswomiharjo, Benteng, Benteng, Kabupaten Kepulauan Selayar, Sulawesi Selatan"
PR Sherly Tjiumena,"Kampung Karyendi, Desa/Kelurahan Karyendi, Kec. Biak Kota, Kab. Biak Numfor, Provinsi Papua Kode Pos: 98524, Karyendi, Biak Kota, Kabupaten Biak Numfor, Papua"
UD Sherly Wijaya,"JL. KEPATIHAN INDUSTRI 2 NO. 88, KEPATIHAN, MENGANTI, Kabupaten Gresik, Jawa Timur"
PR Sherly Yolanda,
PR Sherlyna Deborah Lumintang,"Jalan Jelarai Selor, Jelarai Selor, Tanjung Selor, Kabupaten Bulungan, Kalimantan Utara"
PT Shey Cipta Indonesia,"Jl.Samsung 2 A Blok C1- O, UKM Center Segitiga Emas, Mekar Mukti, Cikarang Utara, Kabupaten Bekasi, Jawa Barat"
PT Shi Bte Prakarsa Energi,"Jalan Raya Narogong Km 15 Pangkalan 6 Kelurahan Ciketing Udik Kecamatan Bantargebang Kota Bekasi 17153, Ciketingudik, Bantargebang, Kota Bekasi, Jawa Barat"
PR Shi Labele,
CV Shiamiq Terang Abadi,"Jl Poksay Rt.01 Rw.06, Triyagan, mojolaban, Kabupaten Sukoharjo, Jawa Tengah"
PR SHIBA HIDROLIK PRATAMA,"pergudangan lio baru kav 33 blok b2 jl bouraq lio baru, Batusari, Batuceper, Kota Tangerang, Banten"
PT Shibaura Indonesia Batam,"Jl Brigjend Katamso KM 6, Tanjung Uncang , Batu Aji , Batam, TANJUNG UNCANG, BATU AJI, Kota Batam, Kepulauan Riau"
PT SHIBAURA SHEARING INDONESIA,"Kawasan Industri MM2100 Jl. Jawa Blok ii No.2-3, Jatiwangi, Cikarang Barat, Kabupaten Bekasi, Jawa Barat"
PT SHICA JAYA SENTOSA,"DSN. NGRANGIN RT.001 RW.002, DESA SUMBER PASIR, PAKIS, PAKIS, Kota Malang, Jawa Timur"
PT SHICHIALIN INDAH MAJU,"JL. MADURA BLOK L NO. 10B KAWASAN INDUSTRI MM2100, DESA TELAJUNG, CIKARANG BARAT, Kabupaten Bekasi, Jawa Barat"
PT Shichialin Indah Maju,
PT Shichiyo Mergonoto Makmur,"Jalan Panglima Sudirman No. 95, Kletek, Taman, Kabupaten Sidoarjo, Jawa Timur"
PT Shidachi Indo Jaya,"Jalan Jababeka IXD Blok P No 2P, Kawasan Industri Jababeka, Wangunharja, Cikarang Utara, Kabupaten Bekasi, Jawa Barat"
PT SHIDE LESTARI INDONESIA,"JL. PRANCIS, KOMPLEK PERGUDANGAN PANTAI INDAH DADAP BLOK CB NO. 16-17, KOSAMBI TIMUR, KOSAMBI, Kota Tangerang, Banten"
PR Shidqiyya,
PR Shierly Viani Pratiwi,"Jalan Jatayu, Batu IX, Tanjung Pinang Timur, Kota Tanjung Pinang, Kepulauan Riau"
PT Shifengyi Industrial Indonesia,"Jl. By Pass Ngurah Rai No.19 A, Sidakarya, Denpasar Selatan, Kota Denpasar, Bali"
PT shifra Logam Sejahtera,"JL.INDUSTRI RAYA III BLOK AF NOMOR 1-2, Bunder, Cikupa, Kabupaten Tangerang, Banten"
PR Shike Raissa Tahani,"Jalan Ahmad Yani, Maliti, Kota Waikabubak, Kabupaten Sumba Barat, Nusa Tenggara Timur"
PT Shilia Woalth Indonesia,"BizPark Commercial Estate Blok A6-06, Jln. Raya Kopo No. 455, Cirangrang, Babakan Ciparay, Bandung, 40227, Jawabarat., Cirangrang, Babakan Ciparay, Kota Bandung, Jawa Barat"
PT Shilia Woalth Indonesia,
PR Shilmi Khaffath,"Komplek H. Anang Maskur Jalur 2 No.17, Handil Bakti, Alalak, Kabupaten Barito Kuala, Kalimantan Selatan"
PR Shima Boutique,"Br. Mukti Desa Singapadu Kec. Sukawati, Singapadu, Sukawati, Kabupaten Gianyar, Bali"
PT Shima Prima Utama,"Jalan Taman Kenten Lorong Sebatok No. 76 A, Duku, Ilir Timur Tiga, Kota Palembang, Sumatera Selatan"
PT SHIMADA KARYA INDONESIA,"Kawasan Industri Dwipapuri Abadi Kav C29 Jl. Raya Rancaekek km 24,5, Sawahdadap, Cimanggung, Kabupaten Sumedang, Jawa Barat"
PT Shimano Batam,"Panbil Industrial Estate Factory A Lot 10-19, Jl.Shimano Jaya Mukakuning, Muka Kuning, Sungai Beduk, Kota Batam, Kepulauan Riau"
PT Shin Dong Jaya,"Jl. Raya Cianjur Bandung km. 6 No. 503, Sukamantri, Karangtengah, Kabupaten Cianjur, Jawa Barat"
PT SHIN HAN INDONESIA,"JL. KRANGGAN NO.32, Puspasari, Citeureup, Kabupaten Bogor, Jawa Barat"
PT Shin Heung Indonesia,"Jl Tekno Raya Blok A5A,Kawasan Jababeka III dan Jl. Bekasi International Industrial Estate Blok C3 no 1, Pasir Gombong dan Cibatu, Cikarang Utara dan Cikarang Selatan, Kabupaten Bekasi, Jawa Barat"
PT Shin Hwa Biz,"JL. Raya Serang KM. 68 Kawasan Indutri Moderen Estate Kav. 15 Kibin Serang Banten, Nambo Ilir, Kibin, Kabupaten Serang, Banten"
PT Shin Hwa Insole,"Kp. Ciapus Indah, Budimulya, Cikupa, Kabupaten Tangerang, Banten"
PT Shin Jin Metal,"Jl. Cirangrang Barat 1 No. 4, Margahayu Utara, Babakan Ciparay, Kota Bandung, Jawa Barat"
PT Shin Kwang Worldindo,"JALAN RAYA KALIMALANG CAMAN 1 NO. 1A RT 01 RW 16, Jakasampurna, Bekasi Barat, Kota Bekasi, Jawa Barat"
PT SHIN PREFORM PLASTIC,"Kawasan Industri Tunas Bizpark Estate Type II-U, Belian Batam Kota, Belian, Batam Kota, Kota Batam, Kepulauan Riau"
PT Shin Sam Plus Industry,"Jl. Permata Raya Lot E-1 KIIC, Sukaluyu, Teluk Jambe Timur, Kabupaten Karawang, Jawa Barat"
PT Shin Won Hi-tec,"Jl. Raya Serang Km. 12 Rt/Rw. 03/02, Sukadamai, Cikupa, Kabupaten Tangerang, Banten"
PT Shin Woo Global Indonesia,"JL. FLORES I BLOK C1-7, KAWASAN INDUSTRI MM 2100, MEKAR WANGI-CIKARANG BARAT, MEKAR WANGI, CIKARANG BARAT, Kabupaten Bekasi, Jawa Barat"
PT Shin Woo Mulia,"Blok Jumaah RT. 003 RW. 012, Burujul Wetan, Jatiwangi, Kabupaten Majalengka, Jawa Barat"
PT Shin Young Tech Indonesia,"Kawasan Industri Millenium Estate Blok F2/5 Jalan Baru Pemda Tigaraksa, Peusar, Panongan, Kabupaten Tangerang, Banten"
PT Shin-etsu Polymer Indonesia,"Jl. Permata Raya Lot D3 Kawasan Industri KIIC, Karawang, Wadas, Teluk Jambe Timur, Kabupaten Karawang, Jawa Barat"
PT Shinagawa Refractories Indonesia,"Jln. Mayor Oking No.7, Puspanegara, Cieteureup, Kabupaten Bogor, Jawa Barat"
PT Shinagawa Refratech Perkasa,"KP. KAMURANG, JL. MAYOR OKING No.7, Puspanegara, Citeureup, Kabupaten Bogor, Jawa Barat"
PT Shinamjaya Abadi,"JALAN RAYA GOLOKAN SIDAYU, Golokan, Sidayu, Kabupaten Gresik, Jawa Timur"
PT SHINDENGEN INDONESIA,"Kawasan Greenland International Industrial Center GIIC Blok AD-2, Kota Deltamas, Nagasari, Serang Baru, Kabupaten Bekasi, Jawa Barat"
PR Shindy Sirappa,"JL.KEBUN JERUK, Desa/Kelurahan Malinau Kota, Kec. Malinau Kota, Kab. Malinau, Provinsi Kalimantan Utara, Malinau Kota, Malinau Kota, Kabupaten Malinau, Kalimantan Utara"
PT Shindy,
PT Shine Factory Indonesia,"Industrial Indomaret Kadu Jl. Kadu/Alwin No.108-D, Kadu, Curug, Kabupaten Tangerang, Banten"
PT Shine Golden Bridge,"Jl. Pertamina No. 78, Sumberame, Wringinanom, Kabupaten Gresik, Jawa Timur"
PT Shine Indonesia Abadi,"Jl. Pangkalan IA No. 62, Rt.002/Rw.006, Bantar Gebang, Bantar Gebang, Kota Bekasi, Jawa Barat"
PT Shine Meugah Karya,"Jl. TGK CHIK DUSUN IBRAHIM Lamdom, Lamdom, Lueng Bata, Kota Banda Aceh, Nangroe Aceh Darussalam"
PT Shinea Afrizal Pictures,
PT Shinhan Creatindo,"JALAN RAYA PADAMARA KM 3, Bojanegara, Padamara, Kabupaten Purbalingga, Jawa Tengah"
